url,category,title,description,image,course,cuisine,diet,prepTime,cookTime,totalTime,servings,calories,author,instructions,notes,ingredientsItem,ingredientsAmount,ingredientsUnit,cool,marinate,marinatingTime,restTime,restProof,coolingTime,refrigerate,restingTime,overnight,letCool,3Hours,coolTime,chillTime,marinateTime,highCooking,measuring,coolDown,simmeringTime,chill,refrigerationTime,marinade,restTime40,marinating,assemble,marinateOptional,cost,rest,freeze
https://healthyfitnessmeals.com/pumpkin-baked-oatmeal/,breakfast,Chocolate Chip Pumpkin Pie Baked Oatmeal,"This baked oatmeal recipe is easy to make and full of flavor. Made with pumpkin puree, oats, chocolate chips, and pecans.","https://healthyfitnessmeals.com/wp-content/uploads/2020/10/Chocolate-chip-pumpkin-pie-oatmeal-bake-6-360x360.jpg 360w, https://healthyfitnessmeals.com/wp-content/uploads/2020/10/Chocolate-chip-pumpkin-pie-oatmeal-bake-6-150x150.jpg 150w, https://healthyfitnessmeals.com/wp-content/uploads/2020/10/Chocolate-chip-pumpkin-pie-oatmeal-bake-6-500x500.jpg 500w",dessert,american,,10 minutes,25 minutes,35 minutes,6,431.0,rena,"First, preheat the oven to 375°F and coat an 8×10 inch baking dish with some cooking spray. Line the dish with parchment paper and set aside.Next, in a mixing bowl, add oats, baking powder, pumpkin spice, and salt, mix well, and set aside.In another shallow bowl, whisk egg until pale and creamy.Then, add in the milk, puree, maple syrup, oil, and vanilla extract, whisk again until all the ingredients are well incorporated.Pour the egg mixture into the oats, and mix to combine. Fold in the chocolate chips and pecans. Next, pour the oat mixture into the prepared baking dish.Level and smooth the top and sides with a spatula so the batter is evenly distributed in the pan.Bake in the preheated oven for about 20-25 minutes or until a knife inserted into the the middle comes out clean and the top is nicely golden brown.Remove the dish from the oven and let it cool at room temperature. Cut the oatmeal bake into 6 even squares.Finally, serve with plain yogurt and a drizzle of honey or maple syrup.","
We recommend you use old fashion oats instead of quick oats
Make your own pumpkin puree or use the ones from cans
For vegan-friendly options, use dairy-free chocolate chips, maple syrup, flax egg, and dairy-free yogurt for garnishing.
You may use milk of choice.
Store in an airtight container in the fridge for up to 5 days
","['rolled old-fashioned oats', 'baking powder', 'pumpkin pie spice mix', 'kosher salt', 'egg', 'almond or coconut milk', 'pumpkin puree', 'honey or maple syrup', 'coconut oil', 'pure vanilla extract', 'dark chocolate chips', 'pecans', 'optional: serve with plain yogurt and maple syrup or honey']","['2', '1', '2', '1/2', '1', '1 1/2', '1', '1/2', '1', '2/3', '1/4', '1/2', '1']","['cups', 'teaspoon', 'teaspoons', 'teaspoon', 'large ', 'cups', 'cup', 'cup', 'tablespoon', 'tbsp', 'cup', 'cup', 'units']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://healthyfitnessmeals.com/oatmeal-chocolate-chip-cookies/,desserts,Oatmeal Chocolate Chip Cookies,A healthier version of oatmeal cookies with the addition of protein.,"https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___oatmeal-chocolate-cookies-5-300x300.jpg 300w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___oatmeal-chocolate-cookies-5-150x150.jpg 150w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___oatmeal-chocolate-cookies-5-768x768.jpg 768w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___oatmeal-chocolate-cookies-5-360x360.jpg 360w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___oatmeal-chocolate-cookies-5-720x720.jpg 720w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___oatmeal-chocolate-cookies-5-500x500.jpg 500w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___oatmeal-chocolate-cookies-5.jpg 1000w","breakfast, dessert",american,low salt,35 minutes,15 minutes,50 minutes,12,171.0,rena,"Preheat the oven to 350 degrees. Line a baking sheet with parchment paper or a nonstick baking mat.In a large bowl, mix together the protein powder, oats, whole wheat flour, baking powder, and cinnamon.Make a well in the center of the dry ingredients and add the coconut oil, vanilla, egg, and honey.Stir until just combined. Fold in the chocolate chips.Chill the dough for at least 30 minutes.Shape the dough into 12 equal sized cookies. Place the cookies on the cookie sheet 2 inches apart; you may have to bake in batches.Bake for 12-14 minutes or until edges are browned. Repeat with remaining dough.Cool for 10 minutes, then serve.","
Allow the cookies to cool completely before serving.
Oatmeal: you may use quick oats or rolled oats.
Flour: we used whole wheat flour. You may use gluten-free or any other flour of choice.
Oil: instead of butter to make these oatmeal cookies, use coconut oil or any other oil like olive oil.
Sugar: no refined sugar is needed to make these cookies. You may use either honey or maple syrup.
Be sure to chill the cookie dough in the fridge.
Protein: we used whey protein but you can use a plant-based protein powder instead.
","['whey protein', 'quick cooking oats', 'whole wheat flour', 'baking powder', 'cinnamon', 'coconut oil', 'egg', 'vanilla', 'honey', 'milk or dark chocolate chips']","['2', '1', '1/2', '1 and 1/2 ', '1', '2', '1', '1/2 ', '1/2 ', '½']","['scoops', 'cup', 'cup', 'tsp', 'tsp', 'tbsp', 'tsp', 'cup', 'cup', 'units']",,,,,,,,,,,,,,,,,10 minutes,,,,,,,,,,,
https://healthyfitnessmeals.com/berry-coconut-smoothie-bowl/,breakfast,Berry Coconut Smoothie Bowls,Thick and creamy mixed berry smoothies served in a bowl with a variety of fun toppings.,"https://healthyfitnessmeals.com/wp-content/uploads/2018/01/berry-coconut-smoothie-bowl-SQUARE-300x300.jpg 300w, https://healthyfitnessmeals.com/wp-content/uploads/2018/01/berry-coconut-smoothie-bowl-SQUARE-150x150.jpg 150w, https://healthyfitnessmeals.com/wp-content/uploads/2018/01/berry-coconut-smoothie-bowl-SQUARE-768x768.jpg 768w, https://healthyfitnessmeals.com/wp-content/uploads/2018/01/berry-coconut-smoothie-bowl-SQUARE-360x360.jpg 360w, https://healthyfitnessmeals.com/wp-content/uploads/2018/01/berry-coconut-smoothie-bowl-SQUARE-720x720.jpg 720w, https://healthyfitnessmeals.com/wp-content/uploads/2018/01/berry-coconut-smoothie-bowl-SQUARE-500x500.jpg 500w, https://healthyfitnessmeals.com/wp-content/uploads/2018/01/berry-coconut-smoothie-bowl-SQUARE-400x400.jpg 400w, https://healthyfitnessmeals.com/wp-content/uploads/2018/01/berry-coconut-smoothie-bowl-SQUARE-125x125.jpg 125w, https://healthyfitnessmeals.com/wp-content/uploads/2018/01/berry-coconut-smoothie-bowl-SQUARE.jpg 800w",breakfast,american,,6 minutes,2 minutes,8 minutes,2,174.0,rena,"Place the berries, banana and coconut milk in the blender and blend until a thick and smooth mixture forms. You may need to add a bit more of the milk to thin to desired consistency.Taste and add sweetener or honey if desired.Divide the smoothie evenly between two bowls and top with fresh berries, shredded coconut, almonds, chia seeds or any other healthy toppings as desired. Serve immediately.",Please keep in mind that the nutritional information is calculated using a nutrition facts calculator. It is a rough estimate and can vary greatly based on products used.,"['frozen mixed berries', 'banana', 'light coconut milk', 'low-calorie sweetener or honey to taste', 'assorted toppings such as fresh berries']","['1 1/2', '1', '3/4', '1', '1']","['cup', 'cup', 'units', 'units', 'units']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://healthyfitnessmeals.com/healthy-overnight-oats/,breakfast,Healthy Peanut Butter and Jelly Overnight Oats Recipe,"Easy and healthy overnight oats recipe made with yogurt, chia seeds, and maple syrup, then topped with fresh raspberry, raspberry preserve, and peanut butter drizzle. ","https://healthyfitnessmeals.com/wp-content/uploads/2021/12/PB-and-J-overnight-oats-7-300x300.jpg 300w, https://healthyfitnessmeals.com/wp-content/uploads/2021/12/PB-and-J-overnight-oats-7-1024x1024.jpg 1024w, https://healthyfitnessmeals.com/wp-content/uploads/2021/12/PB-and-J-overnight-oats-7-150x150.jpg 150w, https://healthyfitnessmeals.com/wp-content/uploads/2021/12/PB-and-J-overnight-oats-7-768x768.jpg 768w, https://healthyfitnessmeals.com/wp-content/uploads/2021/12/PB-and-J-overnight-oats-7-360x360.jpg 360w, https://healthyfitnessmeals.com/wp-content/uploads/2021/12/PB-and-J-overnight-oats-7-500x500.jpg 500w, https://healthyfitnessmeals.com/wp-content/uploads/2021/12/PB-and-J-overnight-oats-7.jpg 1200w",breakfast,american,low salt,5 minutes,6 hours,6 hours 5 minutes,4,357.0,rena,"To a mixing bowl, add all the first 5 ingredients. Stir thoroughly to combine.Refrigerate overnight.To divide into serving cups, spoon half of the oats among 4 cups/jars.Drizzle with peanut butter and raspberry preserve. Add some fresh raspberries to each, then repeat with the remaining oats.","
Maple syrup: you may use any other sweetener like agave or honey.
Rolled oats: these work best for overnight oats. They get to soak overnight and maintain a nice thickness for the overall oatmeal. If you only have quick oats, you may use that instead. 
Milk: Use whatever you have. 2%, almond milk, or any other milk.
Jelly Preserve: you do not have to use raspberry. You may use any other flavor.
Fruit: switch it up with whatever you like, you may use grape or strawberry.
Yogurt: we used vanilla yogurt, but any other type of yogurt works.
Make this overnight oat gluten-free by using gluten-free ingredients.
","['rolled oats', 'chia seeds', 'vanilla yogurt', 'maple syrup', 'milk of choice', 'peanut butter', 'sugar-free raspberry preserve']","['1 1/2', '2', '1', '2', '1 1/4', '1/4', '1/4']","['cups', 'tbsp', 'cup', 'tbsp', 'cups', 'cup', 'cup']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://healthyfitnessmeals.com/coconut-chia-pudding/,snacks,Coconut Milk Chia Pudding Recipe,"Creamy, refreshing, chilled, and full of protein, this chia seed pudding is made with coconut milk for the best, easy healthy flavors. If you love chia pudding, then will love this simple flavorful recipe that you can top with your favorite fresh berries!","https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___coconut-chia-pudding-3-300x300.jpg 300w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___coconut-chia-pudding-3-150x150.jpg 150w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___coconut-chia-pudding-3-768x768.jpg 768w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___coconut-chia-pudding-3-360x360.jpg 360w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___coconut-chia-pudding-3-720x720.jpg 720w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___coconut-chia-pudding-3-500x500.jpg 500w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___coconut-chia-pudding-3.jpg 811w","breakfast, dessert, gluten-free, side dish, snack",american,"gluten free, low calorie, low fat, vegetarian",5 minutes,5 minutes,10 minutes,4,222.0,rena,"Whisk together the coconut milk, chia seeds, maple syrup, and yogurt.Cover the bowl and place in the refrigerator for at least 2 hours or until mixture has thickened.Serve and top the pudding with berries if desired.","Nutritional facts:
Please keep in mind that the nutritional information is calculated using a nutrition facts calculator. It is a rough estimate and can vary greatly based on products used.
Notes

Use any kind of dairy-free milk in place of coconut milk. Oat milk is a great option.
Make sure the chia seed pudding has been set in the refrigerator for at least two hours. You can also allow the pudding to settle overnight in the refrigerator.
Use dairy-free yogurt for vegan, coconut chia pudding.
Store the leftovers in an airtight container in the refrigerator for up to four to five days.
","['light coconut milk', 'chia seeds', 'maple syrup', 'vanilla low fat yogurt', 'optional garnishes: fresh berries']","['1', '½ ', '2', '¼ ', '1']","['can', 'cup', 'tablespons', 'cup', 'units']",,,,2 hours,,,,,,,,,,,,,,,,,,,,,,,,
https://healthyfitnessmeals.com/chocolate-chia-protein-pudding/,breakfast,Chocolate Chia Protein Pudding,"A simple treat that’s a healthier version of the classic chocolate pudding, and contains way more protein.","https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___chocolate-chia-protein-pudding-2-300x300.jpg 300w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___chocolate-chia-protein-pudding-2-150x150.jpg 150w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___chocolate-chia-protein-pudding-2-768x768.jpg 768w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___chocolate-chia-protein-pudding-2-360x360.jpg 360w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___chocolate-chia-protein-pudding-2-720x720.jpg 720w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___chocolate-chia-protein-pudding-2-500x500.jpg 500w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___chocolate-chia-protein-pudding-2.jpg 1000w","breakfast, dessert, snack",american,,5 minutes,5 minutes,10 minutes,2,365.0,rena,"Place cocoa powder in a bowl with a little bit of the almond milk and mix well to allow the cocoa powder to mix well.Then add the remainder of the almond milk and mix again. Add the chia seeds, maple syrup, protein powder, and vanilla.Whisk until the mixture is smooth and cocoa powder has dissolved. Approximately 2-3 minutes.Cover the bowl and place in the refrigerator for at least 2 hours or until mixture has thickened.Serve, topped with garnishes if desired.",Please keep in mind that the nutritional information is calculated using a nutrition facts calculator. It is a rough estimate and can vary greatly based on products used.,"['cocoa powder', 'chia seeds', 'maple syrup', 'whey protein', 'vanilla extract', 'almond milk, coconut milk, or skim milk']","['¼', '1/3', '¼', '1', '1/4', '2']","['cup', 'cup', 'cup', 'scoop', 'tsp', 'cups']",,,,,,,2 hours,,,,,,,,,,,,,,,,,,,,,
https://healthyfitnessmeals.com/cilantro-lime-grilled-chicken-salad/,main-courses,Cilantro Lime Grilled Chicken Salad,"This Cilantro Lime Grilled Chicken Salad is tender marinated chicken that’s grilled to perfection then served over baby spinach with cherry tomatoes, corn and avocado. A hearty salad that’s packed with flavor and also happens to be full of nutrition.","https://healthyfitnessmeals.com/wp-content/uploads/2022/07/Cilantro-lime-grilled-chicken-salad-8-300x300.jpg 300w, https://healthyfitnessmeals.com/wp-content/uploads/2022/07/Cilantro-lime-grilled-chicken-salad-8-1024x1024.jpg 1024w, https://healthyfitnessmeals.com/wp-content/uploads/2022/07/Cilantro-lime-grilled-chicken-salad-8-150x150.jpg 150w, https://healthyfitnessmeals.com/wp-content/uploads/2022/07/Cilantro-lime-grilled-chicken-salad-8-768x768.jpg 768w, https://healthyfitnessmeals.com/wp-content/uploads/2022/07/Cilantro-lime-grilled-chicken-salad-8-360x360.jpg 360w, https://healthyfitnessmeals.com/wp-content/uploads/2022/07/Cilantro-lime-grilled-chicken-salad-8-500x500.jpg 500w, https://healthyfitnessmeals.com/wp-content/uploads/2022/07/Cilantro-lime-grilled-chicken-salad-8.jpg 1200w","main course, salad","mexican, tex mex","gluten free, low calorie",15 minutes,10 minutes,1 hour 25 minutes,4,383.0,rena,"To a small food processor add all the marinade/dressing ingredients and pulse until almost smooth.In a bowl place the chicken breast and add 2 tablespoons of the marinade. Transfer the remaining marinade (without touching the raw meat) in a small jar and refrigerate.Refrigerate the chicken for 1 hour to overnight. Just before cooking it, remove from the fridge and allow it to sit over the counter for 20 minutes to reach room temp.Preheat an outdoor grill or a grill pan over medium heat. Grill the chicken breast until nicely charred and cooked through, for around 12-14 minutes.Meanwhile, in a large salad bowl add all the salad ingredients.Once the chicken is done cooking, place it on a chopping board and allow it to sit until ready to handle. Slice and add it to the salad bowl.Drizzle the salad with the remaining marinade from the jar. Toss to combine and serve.","
Protein: Instead of chicken, try the grilled steak, salmon, or shrimp.
Greens: Swap out the baby spinach for romaine or a mixed greens blend. Kale or arugula will also work just fine.
Vegetables: You can absolutely add other vegetables to the mix, some suggestions included grilled veggies such as asparagus, zucchini, or bell peppers. Marinated artichoke hearts or black olives are also a nice addition.
Cheese: A sprinkle of cheese on top is so tasty. We recommend shredded Mexican cheese or cheddar.
","['boneless chicken breasts', 'bunch cilantro', 'garlic cloves', 'lime', 'apple cider vinegar', 'olive oil', 'jalapeño or red chili', 'red onion', 'kosher salt and pepper', 'baby spinach', 'cherry tomatoes', 'corn kernels', 'avocado']","['1', '1', '4', '1', '1', '4', '1', '1', '4', '1', '1/2', '1', '1']","['lb', 'tablespoon', 'tablespoon', 'small ', 'cups', 'cup', 'cup', 'large ', 'units', 'units', 'units', 'units', 'units']",,,1 hour,,,,,,,,,,,,,,,,,,,,,,,,,
https://healthyfitnessmeals.com/peanut-butter-truffles/,desserts,Peanut Butter Pretzel Truffles,Creamy peanut butter balls made with all-natural peanut butter and coconut flour and crushed pretzels then dipped in dairy-free chocolate.,"https://healthyfitnessmeals.com/wp-content/uploads/2018/08/Peanut_Butter_Pretzel_Truffles_Square_0001-300x300.jpg 300w, https://healthyfitnessmeals.com/wp-content/uploads/2018/08/Peanut_Butter_Pretzel_Truffles_Square_0001-150x150.jpg 150w, https://healthyfitnessmeals.com/wp-content/uploads/2018/08/Peanut_Butter_Pretzel_Truffles_Square_0001-768x768.jpg 768w, https://healthyfitnessmeals.com/wp-content/uploads/2018/08/Peanut_Butter_Pretzel_Truffles_Square_0001-1024x1024.jpg 1024w, https://healthyfitnessmeals.com/wp-content/uploads/2018/08/Peanut_Butter_Pretzel_Truffles_Square_0001-360x360.jpg 360w, https://healthyfitnessmeals.com/wp-content/uploads/2018/08/Peanut_Butter_Pretzel_Truffles_Square_0001-720x720.jpg 720w, https://healthyfitnessmeals.com/wp-content/uploads/2018/08/Peanut_Butter_Pretzel_Truffles_Square_0001-500x500.jpg 500w, https://healthyfitnessmeals.com/wp-content/uploads/2018/08/Peanut_Butter_Pretzel_Truffles_Square_0001.jpg 1200w",dessert,american,,10 minutes,0 minutes,1 hour 10 minutes,15,171.0,rena,"In a stand-alone mixer using a paddle attachment, beat together the peanut butter and coconut flour until well combined.Add in the pretzels and continue mixing until incorporated. The mixture should be dough-like and not stick to your hands. If too sticky, add another 1-2 tablespoons of coconut flour (this will vary depending on the brand of peanut butter).Separate the dough into 15 evenly sized balls and place them on a baking sheet lined with parchment paper.Transfer to the freezer for 1 hour. Melt chocolate and dip each peanut butter ball into the chocolate and use a fork to remove and let excess chocolate drip.Return to the baking sheet and top with crushed pretzels. Repeat until you have covered all the peanut butter balls.Serve immediately or store in an airtight container in the refrigerator or cool place.","Notes:

Serving size is one truffle
For non-vegan, you may use dark or semi-sweet chocolate
If your mix is too sticky, add another 1-2 tablespoons of coconut flour (this will vary depending on the brand of peanut butter).
Serve immediately or store in an airtight container in the refrigerator or cool place.
When you dip a ball, allow all the excess chocolate to fall back into your chocolate bowl when you shake it, this gives you a smooth truffle that looks as gorgeous as it tastes!
For non-vegan, you may use dark or semi-sweet chocolate
","['natural peanut butter', 'gluten-free pretzels', 'coconut flour', 'dairy-free chocolate']","['1', '1/3', '2', '3/4']","['cup', 'cup', 'tbsp', 'cup']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://healthyfitnessmeals.com/vegan-strawberry-popsicles/,snacks,Vegan Strawberry Popsicles,Made with fresh strawberries and coconut milk. Refreshing and super easy to make. ,"https://healthyfitnessmeals.com/wp-content/uploads/2018/06/Vegan_Strawberry_Popsicles_SQUARE-300x300.jpg 300w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/Vegan_Strawberry_Popsicles_SQUARE-150x150.jpg 150w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/Vegan_Strawberry_Popsicles_SQUARE-768x768.jpg 768w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/Vegan_Strawberry_Popsicles_SQUARE-1024x1024.jpg 1024w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/Vegan_Strawberry_Popsicles_SQUARE-360x360.jpg 360w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/Vegan_Strawberry_Popsicles_SQUARE-720x720.jpg 720w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/Vegan_Strawberry_Popsicles_SQUARE-500x500.jpg 500w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/Vegan_Strawberry_Popsicles_SQUARE.jpg 1200w","dessert, snack",american,,5 minutes,10 minutes,15 minutes,5,108.0,rena,"Place all the ingredients into a food processor and or high performing blender and blend until smoothDistribute the mixture between 4-5 standard popsicle molds. Insert popsicle stick and freeze overnightTo remove popsicles from molds, run under warm water for 1-2 minutes.","
Depending on the kind of popsicle mold you use, always check the manufacturer’s guide on how to use it.
Experiment with different berries and herbs.
To remove popsicles from molds, run under warm water for 1-2 minutes.
Don't let the popsicles sit out at room temperature in the molds until you can remove them. This causes the popsicle to thaw unevenly and they are likely to break when you serve them.
","['strawberries', 'granulated zero calorie sweetener', 'coconut milk', 'lemon juice']","['2', '1/3', '1/2', '1']","['cups', 'cup', 'cup', 'tbsp']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://healthyfitnessmeals.com/how-to-cut-an-apple/,breakfast,How to Cut and Core an Apple,"There are so many creative ways to cut and core an apple, but cutting the apple into slices is probably the easiest and fastest method! Learn how to cut an apple fast with a sharp knife to enjoy for breakfast, lunch, or snack with this simple tutorial with photos. ","https://healthyfitnessmeals.com/wp-content/uploads/2021/04/how-to-cut-an-apple-3-e1651843991766-300x298.jpg 300w, https://healthyfitnessmeals.com/wp-content/uploads/2021/04/how-to-cut-an-apple-3-e1651843991766-150x150.jpg 150w, https://healthyfitnessmeals.com/wp-content/uploads/2021/04/how-to-cut-an-apple-3-e1651843991766-360x360.jpg 360w, https://healthyfitnessmeals.com/wp-content/uploads/2021/04/how-to-cut-an-apple-3-e1651843991766-500x500.jpg 500w","appetizer, gluten-free, side dish, snack",american,gluten free,2 minutes,5 minutes,7 minutes,1,,rena,"Place the apple on a wooden cutting board. While holding the apple with your hand, slice through the apple from top to bottom one half of an inch to the right or left from the core. Rotate the apple while slicing away from the core until you have cut all of the sides of the apple off. There should be four pieces of the apple sliced off. Discard the core of the apple, then get ready to slice the big pieces of the apple that you sliced off. Slice the four pieces of apple into ¼ or ½-inch thick pieces. Serve immediately or store in the refrigerator up to two days. ","
You can use any variety of apples such as Granny Smith, Fuji, Honeycrisp, Gala, etc.
Be sure to use a sharp knife or slicing the apple into slices will be difficult.
Use apple slices for baking, applesauce, sauces, smoothies, breakfast, etc.
Serve apple slices with sweet fruit dip, caramel sauce, peanut or almond butter, fruit spreads, etc.
",['apple'],['1'],['units'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://healthyfitnessmeals.com/berry-smoothie-bowl/,breakfast,Vanilla Berry Smoothie Bowls,"Thick and creamy berry protein smoothies served in a bowl, topped with fresh fruit and granola.","https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___berry-smoothie-bowl-4-300x300.jpg 300w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___berry-smoothie-bowl-4-150x150.jpg 150w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___berry-smoothie-bowl-4-768x768.jpg 768w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___berry-smoothie-bowl-4-1024x1024.jpg 1024w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___berry-smoothie-bowl-4-360x360.jpg 360w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___berry-smoothie-bowl-4-720x720.jpg 720w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___berry-smoothie-bowl-4-500x500.jpg 500w, https://healthyfitnessmeals.com/wp-content/uploads/2018/06/instagram-In-Stream_Square___berry-smoothie-bowl-4.jpg 1459w",breakfast,american,,5 minutes,5 minutes,10 minutes,2,402.0,rena,"Place the berries, banana, almond milk, Greek yogurt, and protein concentrate in the blender and blend until a thick and smooth mixture forms. You may need to add a bit more of the milk to thin to desired consistency.Taste and add sweetener if desired.Divide the smoothie evenly between two bowls and top with fresh berries and granola. Serve immediately.",,"['frozen mixed berries', 'banana', 'almond milk or skim milk', 'vanilla greek yogurt', 'whey protein', 'low-calorie sweetener to taste (optional)', 'fresh berries such as raspberries, blueberries and/or strawberries', 'low-fat granola']","['2', '1', '1 ½', '½', '2', '1', '¼', '1']","['cups', 'cups', 'cup', 'scoops', 'cup', 'cup', 'units', 'units']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://healthyfitnessmeals.com/how-to-make-almond-butter/,snacks,How to Make Almond Butter at Home,Step-by-step process of how to make almond butter at home with just 2 ingredients.,"https://healthyfitnessmeals.com/wp-content/uploads/2022/09/how-to-make-almond-butter-square-300x300.jpg 300w, https://healthyfitnessmeals.com/wp-content/uploads/2022/09/how-to-make-almond-butter-square-1024x1024.jpg 1024w, https://healthyfitnessmeals.com/wp-content/uploads/2022/09/how-to-make-almond-butter-square-150x150.jpg 150w, https://healthyfitnessmeals.com/wp-content/uploads/2022/09/how-to-make-almond-butter-square-768x768.jpg 768w, https://healthyfitnessmeals.com/wp-content/uploads/2022/09/how-to-make-almond-butter-square-360x360.jpg 360w, https://healthyfitnessmeals.com/wp-content/uploads/2022/09/how-to-make-almond-butter-square-500x500.jpg 500w, https://healthyfitnessmeals.com/wp-content/uploads/2022/09/how-to-make-almond-butter-square.jpg 1200w",snack,american,vegan,5 minutes,5 minutes,10 minutes,16,155.0,rena,"Preheat the oven to 350 degrees Fahrenheit. Spread a thin layer of almonds onto a baking sheet with parchment paper. Place the baking tray with almonds into the oven. Toast the almonds in the oven for 10 minutes, stirring halfway. Remove the almonds from the oven and allow them to cool for 10 minutes. Place the toasted and cooled almonds in a food processor (or blender.) Lightly pulse the almonds little by little, pause to clean the sides of the food processor, then continue to chop the almonds until they become smooth. The almond butter will eventually get creamier and creamier as you keep blending it. Keep blending until the almond butter starts to become thin and ultra-creamy like below. Finally, you can add your add-ins like salt or spices. Add one teaspoon of salt, then continue to blend the almond butter. Once the almond butter has become runny and the salt has been added, it's ready to be served or stored. Carefully, pour the almond butter into a jar with a tight-fitting lid so it remains fresh until you're ready to eat it. ","
Every once of almond butter is 155 calories
Yields about 1.5 cups of almond butter and a 16-ounce jar
Store the almond butter leftovers either in the refrigerator or in a cool dry spot at room temperature.
","['raw almonds', 'salt ', 'a dash of vanilla or cinnamon']","['3', '1', '1']","['cups', 'teaspoon', 'units']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
